text,Borough,hate_pred,date,latitude,longitude
 women are always    year old girls ,Camberwell,sexism,2022-11-08 14:54:49+00:00,51.4745706,-0.0925416
the  let s not do anything because china isn t  takes on climate action are like refusing to wipe your arse because your neighbour shat their pants   sltckk,Poplar,racism,2022-11-08 13:25:08+00:00,51.5110713,-0.0144629
as a lady in this group  you should at least have two guys ,Romford,sexism,2022-11-08 09:33:15+00:00,51.5760462,0.1822646
stoppit stupid      ,Islington,disability,2022-11-08 08:06:55+00:00,51.5384287,-0.0999051
fuck me      n nwe are doomed but once the humans are gone the nature will heal   ,Hackney,racism,2022-11-08 06:33:01+00:00,51.5432402,-0.0493621
how socialism ends  china russia  murder millions of your own people then fuck up the world with the threat of nuclear war and historic pollution  what a monumental delusion  and they want it here   svgjs,Camden Town,racism,2022-11-08 02:36:11+00:00,51.5423045,-0.1395604
 pair of twits #macronsunak,Bromley,sexism,2022-11-07 22:38:51+00:00,51.4028046,0.0148142
   qur an       and  nindeed  those who disbelieve from the people of the book and the polytheists will be in the fire of hell  to stay there forever  they are the worst of  all  beings  n n  dr  mustafa khattab  the clear quran,Hounslow,religion,2022-11-07 20:58:51+00:00,51.4686132,-0.3613471
 totally fair comment  let them eat cak ,London,racism,2022-11-07 20:27:49+00:00,51.5073359,-0.12765
cunts  ,Bromley,sexism,2022-11-07 17:41:39+00:00,51.4028046,0.0148142
   evil twats    ,Hounslow,sexism,2022-11-07 17:13:51+00:00,51.4686132,-0.3613471
 bloody atheists   ,City of London,religion,2022-11-07 14:59:49+00:00,51.5156177,-0.0919983
uncle london falling hands  don t know how to use that chinese stick   su,London,racism,2022-11-07 14:39:19+00:00,51.5073359,-0.12765
 i will never understand men,Hillingdon,sexism,2022-11-07 11:37:43+00:00,51.542519299999995,-0.44833493117949663
 do men dance more than women in clubs ,Paddington,sexism,2022-11-07 11:21:25+00:00,51.5154795,-0.175365
u s  china global influence battle takes center stage at #cop   via   n sjc     #cop           #leadershipmatters,Camberwell,racism,2022-11-07 08:57:49+00:00,51.4745706,-0.0925416
this is why religion and i will never be friends  they allow this bigotry in their name    ,Lambeth,religion,2022-11-07 00:30:01+00:00,51.4952111,-0.1163354
    it s a fault of the british government who trusted communist china s promises  basically nobody should trust words of communists  it s time for the british government to learn about communists china  amp  act as a responsible former colonial power for the disasters it couldn t stop ,Paddington,racism,2022-11-06 23:41:07+00:00,51.5154795,-0.175365
this is why girls win euros and men don t   #imaceleb,London,sexism,2022-11-06 21:44:48+00:00,51.5073359,-0.12765
men will always disappoint,Poplar,sexism,2022-11-06 21:31:52+00:00,51.5110713,-0.0144629
islamic terror should be rooted out by muslims themselves as it destroys humanity itself  ,Hounslow,religion,2022-11-06 20:06:33+00:00,51.4686132,-0.3613471
 mine was a girls word make up and hair ,Wandsworth,sexism,2022-11-06 16:56:40+00:00,51.4570271,-0.1932607
 big game next sat daftlad ,Richmond,disability,2022-11-06 14:58:51+00:00,51.4613531,-0.3032767
love beating those cunts ,Hammersmith,sexism,2022-11-06 14:27:28+00:00,51.4920377,-0.2236401
 long live chinese,Richmond,racism,2022-11-06 11:56:35+00:00,51.4613531,-0.3032767
twat  senmzsoxq,Hammersmith,sexism,2022-11-06 11:37:14+00:00,51.4920377,-0.2236401
 gm nerd,City of London,disability,2022-11-06 11:34:56+00:00,51.5156177,-0.0919983
 it s #empowering to read that female footballers are just as desperately dull as male footballers  #equality,Islington,sexism,2022-11-06 08:43:08+00:00,51.5384287,-0.0999051
  japan good china not good all our craft and industry has been destroyed after it has been put in chinese hands  when was the last time someone bought an item which said  made in britain  on it  its     made in china or madein taiwan or india,Barnet,racism,2022-11-06 06:55:11+00:00,51.65309,-0.2002261
tattooed women belong in prison,Camden Town,sexism,2022-11-06 06:50:40+00:00,51.5423045,-0.1395604
men will buy shoes for  k but not a face wash,Romford,sexism,2022-11-06 06:40:18+00:00,51.5760462,0.1822646
 fam i ll suck any female on my approach,Bromley,sexism,2022-11-05 23:35:27+00:00,51.4028046,0.0148142
 proper bait fucking dive  cheating ginger twat  nbut i m glad haaland got me some fpl points ,Romford,sexism,2022-11-05 23:00:31+00:00,51.5760462,0.1822646
 twat prob wants free tickets,Hounslow,sexism,2022-11-05 22:49:09+00:00,51.4686132,-0.3613471
men can be horny animals but never let women get in their way  they can also be monopolistic and get want what they get when a guy falls to his knees ,Bromley,sexism,2022-11-05 22:09:11+00:00,51.4028046,0.0148142
evil rapist scum   rot in jail you evil evil bastards   s,Camden Town,religion,2022-11-05 21:15:46+00:00,51.5423045,-0.1395604
  twat,Camden Town,sexism,2022-11-05 19:53:39+00:00,51.5423045,-0.1395604
about to see tove lo perform dirt femme   yeah it s over for you ,Poplar,sexism,2022-11-05 19:33:35+00:00,51.5110713,-0.0144629
gay fawkes day,Camberwell,sexual_orientation,2022-11-05 18:40:28+00:00,51.4745706,-0.0925416
 ugly cunt no pic,Camberwell,sexism,2022-11-05 17:28:44+00:00,51.4745706,-0.0925416
why do men die earlier   ,Hammersmith,sexism,2022-11-05 16:10:55+00:00,51.4920377,-0.2236401
       medvedev extols russian defense against  satan    nazi drug addicts    greedy traitors  and a pack of dogs from the western kennel    n the creator gave us a sacred end  to stop the supreme lord of hell  whether his name is satan  lucifer or iblis    ,London,religion,2022-11-05 14:04:06+00:00,51.5073359,-0.12765
 bunch of twats,Lambeth,sexism,2022-11-05 13:19:35+00:00,51.4952111,-0.1163354
 bring smoke to a muslim you could end up in hell forever  why take the risk,Hounslow,religion,2022-11-05 11:04:31+00:00,51.4686132,-0.3613471
replies to this are super gross and misogynistic    i really do hate male football fans sometimes  ,Lambeth,sexism,2022-11-05 10:12:01+00:00,51.4952111,-0.1163354
men who shout  smile  at women while they re running   get in the bin ,Lewisham,sexism,2022-11-05 10:06:33+00:00,51.4624292,-0.0101787
 yes because there are job i do my wife cannot like cut meat up ,Camberwell,sexism,2022-11-05 06:08:34+00:00,51.4745706,-0.0925416
  being honest  i did not know that  and i think the public has no idea of this  repeated infections by covid  which attacks the cardiovascular system  is a public health crisis  nthe chinese are determined to suppress this virus  what do they know  which we do not ,Lambeth,racism,2022-11-05 00:14:39+00:00,51.4952111,-0.1163354
 if you want all this to stop usr your head  open the safe borders again its the eu bods closing them that has closed all the trouble make the eu responsible for the boat ppl its their fault its happening ,Barnet,racism,2022-11-04 22:35:23+00:00,51.65309,-0.2002261
 twot,Hounslow,sexism,2022-11-04 20:41:43+00:00,51.4686132,-0.3613471
 hell satans,Poplar,religion,2022-11-04 20:36:43+00:00,51.5110713,-0.0144629
  let s own this bitch,Paddington,sexism,2022-11-04 20:24:08+00:00,51.5154795,-0.175365
i hate men,Hillingdon,sexism,2022-11-04 19:22:56+00:00,51.542519299999995,-0.44833493117949663
men  stop playing golf  it s embarrassing ,Wandsworth,sexism,2022-11-04 19:03:35+00:00,51.4570271,-0.1932607
you know what i love  the face of girls in my class year group when they find out i play for a women s football team    #hergametoo,Romford,sexism,2022-11-04 18:42:29+00:00,51.5760462,0.1822646
   seems like strategy works to attract questions with female gifs  ,Paddington,sexism,2022-11-04 18:27:03+00:00,51.5154795,-0.175365
club idiot more like  ,Islington,disability,2022-11-04 16:28:09+00:00,51.5384287,-0.0999051
feminist foreign policy  what  she won t can t describe a #woman as an adult human female #womenwontweesht  ,Hillingdon,sexism,2022-11-04 15:51:48+00:00,51.542519299999995,-0.44833493117949663
  a man can dream,Camberwell,sexism,2022-11-04 13:59:28+00:00,51.4745706,-0.0925416
the evil of islamic occupation #iranrevoiution  ,London,religion,2022-11-04 12:48:17+00:00,51.5073359,-0.12765
men s rugby league is non existent or tiny in most places  women s and wheelchair don t have much to beat ,Wandsworth,sexism,2022-11-04 10:14:10+00:00,51.4570271,-0.1932607
no  hell  no  qatar bribed fifa officials to award the world cup to a nation that violently oppresses women  non religious people  lgbtq folks  and ethnic minorities  the ticket prices are eye watering  too  fuck you  qatar  and fuck your football tournament  #qatarworldcup      ,Wandsworth,racism,2022-11-04 08:40:52+00:00,51.4570271,-0.1932607
 not the government s fault  it s actually because of the french  they are sending us all their dirty water ,Lewisham,racism,2022-11-03 23:17:14+00:00,51.4624292,-0.0101787
i can t listen to the twat on talksport  ,Romford,sexism,2022-11-03 22:09:44+00:00,51.5760462,0.1822646
  very smart,Camden Town,disability,2022-11-03 21:35:55+00:00,51.5423045,-0.1395604
     ex demob trousers     ,Croydon,sexual_orientation,2022-11-03 21:09:19+00:00,51.3713049,-0.101957
 pure cunt,Lewisham,sexism,2022-11-03 19:07:24+00:00,51.4624292,-0.0101787
only read books by women because it s like intellectual pegging  s,Lewisham,sexism,2022-11-03 17:06:27+00:00,51.4624292,-0.0101787
         just another religious nutjob   ,Lambeth,religion,2022-11-03 15:27:17+00:00,51.4952111,-0.1163354
can i get a woman that cooks regularly  please and thank you,Camberwell,sexism,2022-11-03 14:35:25+00:00,51.4745706,-0.0925416
women are not good people   ,Croydon,sexism,2022-11-03 13:27:54+00:00,51.3713049,-0.101957
    appreciate the friendly offer but i don t believe balance extends to employing presenters who think the vaccine is not really a vaccine and guests who think the vaccine is a bioweapon with which the ccp is attacking the west ,Camden Town,racism,2022-11-03 12:59:56+00:00,51.5423045,-0.1395604
women are not good people ,Croydon,sexism,2022-11-03 11:32:57+00:00,51.3713049,-0.101957
women are the most undervalued assets in the world      ,City of London,sexism,2022-11-03 10:40:37+00:00,51.5156177,-0.0919983
 i don t tend to seek out guys in a pub  to be honest i look for the girls  they re better drivers   ,Hillingdon,sexism,2022-11-02 23:31:50+00:00,51.542519299999995,-0.44833493117949663
love a girl that goes to bed by   pm so i can bill my zoot and watch anime in peace,Croydon,sexism,2022-11-02 19:53:46+00:00,51.3713049,-0.101957
help the whistleblowers facing prison time for exposing factory farm abuses and rescuing suffering animals  sto #endspeciesism  n nhumans have violence embedded in their genes and will continue to feel  superior  whilst the animal ag laws allow ,Islington,racism,2022-11-02 19:42:44+00:00,51.5384287,-0.0999051
 the poison of a woman has no effect on a king,Croydon,sexism,2022-11-02 18:35:05+00:00,51.3713049,-0.101957
what s the sluttiest outfit a woman can wear     n nappropriate version,London,sexism,2022-11-02 15:55:12+00:00,51.5073359,-0.12765
  or china,Richmond,racism,2022-11-02 15:15:58+00:00,51.4613531,-0.3032767
  so  bike racer  not good enough to compete and win against men   changed to women s team  ncoward ,Camden Town,sexism,2022-11-02 14:26:07+00:00,51.5423045,-0.1395604
 interesting look for sure   nvery squirmy for femboys ,London,sexism,2022-11-02 12:18:23+00:00,51.5073359,-0.12765
it s almost like investing in women s sports works    sc,Lewisham,sexism,2022-11-02 09:29:55+00:00,51.4624292,-0.0101787
  their brain is located in their reproductive organs    nhave you ever tried having a conversation with a man ,Lambeth,sexism,2022-11-02 09:05:05+00:00,51.4952111,-0.1163354
 women are not good creatures ignore them    ,Hillingdon,sexism,2022-11-02 08:34:42+00:00,51.542519299999995,-0.44833493117949663
  charge this twat double please  elon ,Hackney,sexism,2022-11-02 07:04:04+00:00,51.5432402,-0.0493621
never trust a man who calls people  brother  ,Lambeth,sexism,2022-11-02 06:36:44+00:00,51.4952111,-0.1163354
nahhh bitches be weird af  ,London,sexism,2022-11-02 00:09:40+00:00,51.5073359,-0.12765
 what an absolute twat    ,Barnet,sexism,2022-11-01 21:45:20+00:00,51.65309,-0.2002261
 take the wife and grab a few beers with her friends   ,Paddington,sexism,2022-11-01 20:48:59+00:00,51.5154795,-0.175365
 shut up nerd,Camberwell,disability,2022-11-01 20:43:40+00:00,51.4745706,-0.0925416
get chuba on the plane  #utb,Camberwell,racism,2022-11-01 20:18:54+00:00,51.4745706,-0.0925416
 weak  feeble,Richmond,disability,2022-11-01 17:14:54+00:00,51.4613531,-0.3032767
female football    ,Barnet,sexism,2022-11-01 16:43:03+00:00,51.65309,-0.2002261
some girls            ,Paddington,sexism,2022-11-01 16:24:47+00:00,51.5154795,-0.175365
 coward or idealogue ,Islington,disability,2022-11-01 15:54:30+00:00,51.5384287,-0.0999051
 men too  written off  experience counts for nothing ,Paddington,sexism,2022-11-01 15:15:42+00:00,51.5154795,-0.175365
they put pork in everything man i m just trying to eat out here why the fuck everything gotta have pig in it can we not have one sandwich without swine  ,Camden Town,racism,2022-11-01 13:33:20+00:00,51.5423045,-0.1395604
   you know femi is right when the fake accounts start jumping in   #youpeoplecomerightoutofacomicbook,Wandsworth,sexism,2022-11-01 12:39:04+00:00,51.4570271,-0.1932607
in better news     n n a female friendly entrepreneurial ecosystem is likely to be more resilient   nbrush et al       ,Hillingdon,sexism,2022-11-01 11:11:24+00:00,51.542519299999995,-0.44833493117949663
  i personally know girls who are awesome fighters   so you may think that  fight like a girl  is an insult   but it really ain t   i wish i could fight like some of these girls ,Lewisham,sexism,2022-11-01 10:36:38+00:00,51.4624292,-0.0101787
girls say  goodnight  to you then spend the next hour on tik tok,Romford,sexism,2022-11-01 06:51:11+00:00,51.5760462,0.1822646
fuck terfs    ,London,religion,2022-10-31 22:25:33+00:00,51.5073359,-0.12765
      yet still not the highest polluters per capita  even though they manufacture   and  therefore  pollute   for other nations  plenty of counties need to look at themselves in this area  china are too easy a target ,Croydon,racism,2022-10-31 21:16:07+00:00,51.3713049,-0.101957
   i taught you niggas the game  some ingrates,Hounslow,racism,2022-10-31 19:28:38+00:00,51.4686132,-0.3613471
 bet them ladies house messy  that s when i step in to   up all those string knickers       ,Wandsworth,sexism,2022-10-31 19:24:09+00:00,51.4570271,-0.1932607
 what a twat    ,Camberwell,sexism,2022-10-31 19:18:49+00:00,51.4745706,-0.0925416
   please raise the pollution by china    without them signing up to cop it s a total waste of time    the whole net zero nonsense    china needs to part of every net zero discussion and wasteful demonstration ,Hillingdon,racism,2022-10-31 18:36:36+00:00,51.542519299999995,-0.44833493117949663
 hate monger minor ,Lambeth,disability,2022-10-31 17:51:56+00:00,51.4952111,-0.1163354
women who fight for  their man   need their heads checking  no surprise it s a ratchet giving it the big cheese   ,London,sexism,2022-10-31 17:11:45+00:00,51.5073359,-0.12765
bitches be shopping  ,London,sexism,2022-10-31 14:39:19+00:00,51.5073359,-0.12765
 whats that twat doing with a red box ,Camden Town,sexism,2022-10-31 13:28:51+00:00,51.5423045,-0.1395604
men are actual bastards i m back to hating them,London,sexism,2022-10-31 13:12:45+00:00,51.5073359,-0.12765
 women are not good people,Croydon,sexism,2022-10-31 10:37:45+00:00,51.3713049,-0.101957
palestinian activists can politely fuck off  this is none of their business  all we ask from them is  stop killing jews and stop sending your barbaric animals to iran to kill innocent civilians   ,London,religion,2022-10-31 10:35:49+00:00,51.5073359,-0.12765
   males do not experience mental trauma as they are incapable of doing so   ,Wandsworth,sexism,2022-10-31 09:53:31+00:00,51.4570271,-0.1932607
this is barbaric   shame of the one who created this   ,Lewisham,racism,2022-10-30 21:15:42+00:00,51.4624292,-0.0101787
 the woman is not natural and never has been   when she pops her clogs her body will fall to pieces ,Camberwell,sexism,2022-10-30 20:52:42+00:00,51.4745706,-0.0925416
 i have gotten called out several times for being in the mens room  thats      a lie  i ve been to concerts and other events where women use the mens as the queues too long and we do not give a shit if you need to piss go piss   ,Hounslow,sexism,2022-10-30 17:29:28+00:00,51.4686132,-0.3613471
women would be sectioned for far less  ,Lambeth,sexism,2022-10-30 15:31:18+00:00,51.4952111,-0.1163354
 why do men always leave the toilet seat up  ,Richmond,sexism,2022-10-30 12:50:35+00:00,51.4613531,-0.3032767
women don t forget things  they re very dangerous ,Croydon,sexism,2022-10-30 12:04:54+00:00,51.3713049,-0.101957
women are not good people,Croydon,sexism,2022-10-30 12:02:13+00:00,51.3713049,-0.101957
  faggot,Poplar,sexual_orientation,2022-10-30 11:50:37+00:00,51.5110713,-0.0144629
 why do you hate are cuntry ,Hackney,sexism,2022-10-30 11:41:32+00:00,51.5432402,-0.0493621
  a few of us had use male toilets at football last season as women s single toilet was unavailable  the stench in there was unbearable  next time i d rather piss behind a bush ,Camberwell,sexism,2022-10-30 10:34:15+00:00,51.4745706,-0.0925416
men be lying about their height like i lie about my age,Camberwell,sexism,2022-10-30 03:56:30+00:00,51.4745706,-0.0925416
  it s not old testament  jews don t have heaven or hell  that vicar is just a piece of trash ,Hounslow,religion,2022-10-29 19:57:14+00:00,51.4686132,-0.3613471
men should stop wearing grey sweatpants  it s a sin ,Lambeth,sexism,2022-10-29 19:56:38+00:00,51.4952111,-0.1163354
we thank god they got you niggas out  ,Hackney,racism,2022-10-29 17:52:22+00:00,51.5432402,-0.0493621
    i stay away from companies that sneak toxic substances in their foods too  they get away with it with misleading information that fools the uninformed  why do you think we have a rise is certain illness  partly because of the crap in our food and environment ,Lewisham,racism,2022-10-29 16:10:02+00:00,51.4624292,-0.0101787
 its russia who launched this war  amp  interrupted grain supplies to global south  amp  now threatening them with more food inflation  amp  hunger  nutterly shocking like iraq invasion was shocking   na plague on both your houses ,Camberwell,racism,2022-10-29 15:43:35+00:00,51.4745706,-0.0925416
  twat,Hammersmith,sexism,2022-10-29 14:56:39+00:00,51.4920377,-0.2236401
 twat,London,sexism,2022-10-29 11:00:39+00:00,51.5073359,-0.12765
  welcome back king  please f  uckislamic regime of iran   n#mahsaamini,London,religion,2022-10-29 09:27:24+00:00,51.5073359,-0.12765
 dim wit,Croydon,disability,2022-10-29 09:14:32+00:00,51.3713049,-0.101957
some women are so damn weird bro ,Camberwell,sexism,2022-10-29 04:34:00+00:00,51.4745706,-0.0925416
a wife is better than a friend ,Barnet,sexism,2022-10-28 22:51:46+00:00,51.65309,-0.2002261
 anyone who has experienced russian occupation directly or indirectly has the right to be russophobic because they are f cking barbarians ,Richmond,racism,2022-10-28 21:01:33+00:00,51.4613531,-0.3032767
 humans born as male  should not be allowed in female toilets  this is basic people  really really basic stuff ,Lewisham,sexism,2022-10-28 20:01:19+00:00,51.4624292,-0.0101787
   woman you need to get a life ,Bromley,sexism,2022-10-28 19:38:40+00:00,51.4028046,0.0148142
 i m not a fan of chinese  especially after what they did in wuhan  the little rascals ,London,racism,2022-10-28 17:26:04+00:00,51.5073359,-0.12765
 somethings a girl never tells   ,Paddington,sexism,2022-10-28 16:02:02+00:00,51.5154795,-0.175365
 could be either  women do that sort of thing all the time      ,Hillingdon,sexism,2022-10-28 15:04:04+00:00,51.542519299999995,-0.44833493117949663
 man s best friend or shall i say woman s best paw  ,Camden Town,sexism,2022-10-28 14:00:36+00:00,51.5423045,-0.1395604
girl  shouldn t have  power  ,Camden Town,sexism,2022-10-28 13:51:26+00:00,51.5423045,-0.1395604
   on behalf of all females ,Poplar,sexism,2022-10-28 11:47:48+00:00,51.5110713,-0.0144629
 saying  i ve lived as a woman   it s all talk ,Lambeth,sexism,2022-10-28 10:00:44+00:00,51.4952111,-0.1163354
 fans videoing themselves at games is sucking the life out of football  twats ,Bromley,sexism,2022-10-28 08:18:16+00:00,51.4028046,0.0148142
thank you mary kissel for highlighting the greed of the bankers as they finance terrorism  genocide and the death of free markets world wide n nthey are not powerful enough to combat the tyranny that is xi jinping #thechinanexus n n      ss c qbf   sodamt,London,racism,2022-10-27 22:31:30+00:00,51.5073359,-0.12765
so with that thought process the only time a woman can be beautiful and successful is if she has a man      ,London,sexism,2022-10-27 21:57:24+00:00,51.5073359,-0.12765
i ve never felt like i ever have encroached into a female space until i went to a true crime podcast live recording,London,sexism,2022-10-27 18:36:58+00:00,51.5073359,-0.12765
it s       almost      and people still think that women work out  go to the gym do any form of physical exercise solely for aesthetic reasons   ,Lambeth,sexism,2022-10-27 16:53:02+00:00,51.4952111,-0.1163354
 twiggy ,Bromley,sexism,2022-10-27 15:54:13+00:00,51.4028046,0.0148142
 cunts   ,Barnet,sexism,2022-10-27 14:27:43+00:00,51.65309,-0.2002261
the sluttiest thing a man can wear is an oversized carhartt t shirt,Islington,sexism,2022-10-27 11:24:07+00:00,51.5384287,-0.0999051
men s deodorant has you smellin like batteries after like an hour  womens products are elite  ,Hackney,sexism,2022-10-27 11:09:12+00:00,51.5432402,-0.0493621
stupid boy   ,Lambeth,sexism,2022-10-27 09:13:54+00:00,51.4952111,-0.1163354
serious question  do any female owned or at least majority staffed finance houses back #elonmusk ,Hackney,sexism,2022-10-26 22:56:55+00:00,51.5432402,-0.0493621
jammiest fucking cunts about,Barnet,sexism,2022-10-26 20:53:03+00:00,51.65309,-0.2002261
 how much concrete has china used in the past decade  how are those  really rare dolphins that were in the way  the beijing smog levels   the ccp will not beat covid but nature will ,Wandsworth,racism,2022-10-26 20:33:34+00:00,51.4570271,-0.1932607
men are not and will never be women ,Camden Town,sexism,2022-10-26 20:14:40+00:00,51.5423045,-0.1395604
   dreadful woman ,Islington,sexism,2022-10-26 17:06:06+00:00,51.5384287,-0.0999051
i reject this panglossian depiction of the cotton harvest by the ccp spindoctor in chief that omits the human slavery and child workers   n nthat s why  are taking the uk government to court for its failure to stop #uyghur forced labour cotton from our stores       ,Camberwell,racism,2022-10-26 13:22:21+00:00,51.4745706,-0.0925416
jesus christ  these ghouls continue to find a trapdoor at the bottom of the barrel of their utter rottenness  sbiy,Poplar,religion,2022-10-26 10:44:19+00:00,51.5110713,-0.0144629
 from now on i want the west to stop accusing africa of corruption because the west will and always be the most corrupted people on earth  ,Camden Town,racism,2022-10-26 10:20:38+00:00,51.5423045,-0.1395604
niggas that start ramming you from the jump have no respect smh,Croydon,racism,2022-10-26 09:55:16+00:00,51.3713049,-0.101957
 now  needs a woman as their leader,Poplar,sexism,2022-10-26 06:14:00+00:00,51.5110713,-0.0144629
thank you ian  i look forward to meeting you in washington next month as we bring this most prescient tragedy to the people of america n nworld leaders can no longer hide behind the cash and favours doled out by the ccp for their silence and complicity in this human rights tragedy  ,London,racism,2022-10-26 05:54:27+00:00,51.5073359,-0.12765
 why does everyone assume it s a male  nin most animal societies females do all the work ,Camden Town,sexism,2022-10-26 03:14:37+00:00,51.5423045,-0.1395604
 lethal bellend,Poplar,sexism,2022-10-26 00:25:51+00:00,51.5110713,-0.0144629
 twat ,Croydon,sexism,2022-10-25 23:35:43+00:00,51.3713049,-0.101957
 many things made in china could be ,Paddington,racism,2022-10-25 21:15:00+00:00,51.5154795,-0.175365
absolutely horrific brutality against our pets  our faithful friends  our intelligent superhuman beings  #dogs #shame on #china stop lying about  culture  it s gangsters making money by stealing #dogs and torturing live dogs to death  #evil may they rot in hell for their crimes   ,Hillingdon,racism,2022-10-25 20:32:23+00:00,51.542519299999995,-0.44833493117949663
clear off  furry toilet   smemntgz,Hackney,sexual_orientation,2022-10-25 20:24:35+00:00,51.5432402,-0.0493621
 funny  unexpected  cine literate  scary ,London,disability,2022-10-25 20:01:42+00:00,51.5073359,-0.12765
protect the mountain gorilla from habitat destruction  poachers and disease  sto #endspeciesism   ,Islington,racism,2022-10-25 19:32:11+00:00,51.5384287,-0.0999051
men vs boys,Hillingdon,sexism,2022-10-25 19:13:19+00:00,51.542519299999995,-0.44833493117949663
  the most normal thing a girl can do    ,Hounslow,sexism,2022-10-25 19:10:16+00:00,51.4686132,-0.3613471
point where u dumb niggaz probably deserve it,Lambeth,racism,2022-10-25 17:45:41+00:00,51.4952111,-0.1163354
deluded still  ,Camden Town,disability,2022-10-25 17:39:53+00:00,51.5423045,-0.1395604
 that was funny and well observed  nbrexit lifted the tarpaulin and exposed all the racist c ckroaches   we now know they make up about        of the population ,Lambeth,racism,2022-10-25 16:27:57+00:00,51.4952111,-0.1163354
   twat ,Richmond,sexism,2022-10-25 13:58:56+00:00,51.4613531,-0.3032767
  absolute embarrassment of a man these days ,Hackney,sexism,2022-10-25 12:46:09+00:00,51.5432402,-0.0493621
 low intellect  ,Paddington,disability,2022-10-25 08:43:00+00:00,51.5154795,-0.175365
what s a female penis   ,Islington,sexism,2022-10-25 07:17:14+00:00,51.5384287,-0.0999051
 a girl in my gym today   spent more time on selfies than lifting anything,London,sexism,2022-10-24 21:23:30+00:00,51.5073359,-0.12765
 cunts ,Barnet,sexism,2022-10-24 20:40:01+00:00,51.65309,-0.2002261
 random idiots lol,Hounslow,disability,2022-10-24 19:17:02+00:00,51.4686132,-0.3613471
a woman can tell a lot about a guy by the size of his carbon footprint ,Croydon,sexism,2022-10-24 18:42:44+00:00,51.3713049,-0.101957
   bot talking shite  blocked,Hackney,disability,2022-10-24 17:56:03+00:00,51.5432402,-0.0493621
 too many frigging perverts in the country   about time the whole mess was sorted stop giving french money for doing nothing ,Camberwell,racism,2022-10-24 17:46:51+00:00,51.4745706,-0.0925416
if you re selling your chinese equites now then do you even have an investment strategy   ndid you think #xijinping was going to turn china into a democracy post #ccpcongress,London,racism,2022-10-24 12:41:02+00:00,51.5073359,-0.12765
    girl anyone can take a big dick   n nthey probably just say  is it in yet  or something mean cause they don t have a personality,Hackney,sexism,2022-10-24 11:42:14+00:00,51.5432402,-0.0493621
 get a man  it s more sustainable and won t add to your energy bills ,Hillingdon,sexism,2022-10-24 10:53:33+00:00,51.542519299999995,-0.44833493117949663
what next for china premier li keqiang  ,Camberwell,racism,2022-10-24 10:46:44+00:00,51.4745706,-0.0925416
the one time femi gets it right     ,London,sexism,2022-10-24 10:05:39+00:00,51.5073359,-0.12765
bull in china shop  ,Hackney,racism,2022-10-24 09:42:29+00:00,51.5432402,-0.0493621
we have arrived in london for the international book launch of the china nexus by  distributed by   n noptimum authors have been exposing the nexus of evil that lies behind the ccp s      plan n nfor fifty years opi has delivered  books that matter   s   t co uzrlf dbay,London,racism,2022-10-24 07:56:10+00:00,51.5073359,-0.12765
 what a twat,London,sexism,2022-10-24 06:47:19+00:00,51.5073359,-0.12765
we allow china to gain influence in the  strategic islands  of the world at our peril   ,Paddington,racism,2022-10-24 06:11:44+00:00,51.5154795,-0.175365
men put their penis in any bitches mouth as if people don t bite,Hillingdon,sexism,2022-10-23 22:38:37+00:00,51.542519299999995,-0.44833493117949663
twat  ,Camberwell,sexism,2022-10-23 20:53:58+00:00,51.4745706,-0.0925416
 china does not want to go back to the days of mao tsi tong but this president seems hell bent on bringing them back  he must be stopped if that is the case he has aready made sure he cannot be challenged but he can and will be,Barnet,racism,2022-10-23 20:37:33+00:00,51.65309,-0.2002261
  take off your dirty hands from ethiopia,Hounslow,racism,2022-10-23 20:07:18+00:00,51.4686132,-0.3613471
   am even surprised  such an inane comment from a lady   ,Hillingdon,sexism,2022-10-23 19:49:58+00:00,51.542519299999995,-0.44833493117949663
real men don t run  they protect  ,London,sexism,2022-10-23 16:58:44+00:00,51.5073359,-0.12765
sess please fuck off    ,City of London,sexism,2022-10-23 16:48:11+00:00,51.5156177,-0.0919983
 a woman knows she doesn t like the boy but will still chop ein money and leave        why      ,Hillingdon,sexism,2022-10-23 16:17:39+00:00,51.542519299999995,-0.44833493117949663
fucking stupid #coys,Camden Town,disability,2022-10-23 16:03:48+00:00,51.5423045,-0.1395604
 using quranic scripts won t win you votes  please stop preaching it really doesn t suit you  khota chor,Lambeth,religion,2022-10-23 15:54:34+00:00,51.4952111,-0.1163354
 bruh when them niggas crumble  they crumble,Hackney,racism,2022-10-23 13:14:21+00:00,51.5432402,-0.0493621
women are not good people  ,Croydon,sexism,2022-10-23 11:28:54+00:00,51.3713049,-0.101957
this is how a standard #tory debates  by not taking responsibilities  blaming the others and bringing in the chinese communist party as a reason to support the shitstorm they created  #toriesdestroyingourcountry #generalelectionn w  ,Barnet,racism,2022-10-23 10:36:34+00:00,51.65309,-0.2002261
   i don t think the chinese are as stupid as we are ,Hounslow,racism,2022-10-23 09:36:56+00:00,51.4686132,-0.3613471
sex is meant to create life          once a man reaches that s it  anything else that you do during and after is unnecessary  ,London,sexism,2022-10-23 07:28:59+00:00,51.5073359,-0.12765
 the ego of the woman is hideous   i have always subscribed to the theory that you might get the thing you have always desired  but once you get it you are tested and your weaknesses are revealed ,Hammersmith,sexism,2022-10-23 07:01:55+00:00,51.4920377,-0.2236401
